Protein,Gene,Transcript,SignalP,TargetP,TMHMM,PredGPI,WoLF.PSORT,SecretomeP,Uniprot
ENSP00000454073,ENSG00000105419,ENST00000558555,0.109,0.142,PredHel=0,0.961705,"cyto_nucl 9.83333, extr 9, cyto 7.5, cyto_per",0.906,Q99687
ENSP00000454014,ENSG00000237515,ENST00000558583,0.227,0.082,PredHel=1,0.958166,"mito 13.5, cyto_mito 9, nucl 7, cyto 3.5, pla",0.912,B4DS77
ENSP00000454184,ENSG00000196391,ENST00000558586,0.124,0.098,PredHel=0,0.434922,"extr 24, mito 3, nucl 2, cyto 2, cyto_nucl 2",0.926,H0YNW6
ENSP00000453914,ENSG00000103995,ENST00000558591,0.123,0.11,PredHel=0,0.305251,"nucl 14, extr 10, cyto 7",0.913,H0YN91
ENSP00000456785,ENSG00000259288,ENST00000558658,0.136,0.053,PredHel=0,0.962861,"nucl 26.5, cyto_nucl 14.5, extr 3",0.911,H3BSN5
ENSP00000453907,ENSG00000103855,ENST00000558689,0.704,0.901,PredHel=0,0.880486,"extr 28, cyto 2, mito 2, cyto_mito 2",0.936,H0YN85
ENSP00000453374,ENSG00000165495,ENST00000558705,0.138,0.096,PredHel=0,0.999472,"cyto 14, cyto_nucl 12.5, extr 8, nucl 7",0.905,H0YLX0
ENSP00000452745,ENSG00000104112,ENST00000558709,0.102,0.046,PredHel=0,0.901219,"cyto 22, cyto_nucl 13, extr 7",0.922,H0YKC2
ENSP00000453861,ENSG00000156970,ENST00000558715,0.116,0.148,PredHel=0,0.992002,"nucl 14, cyto_nucl 12.5, extr 10, cyto 7",0.9,H0YN44
ENSP00000452773,ENSG00000128891,ENST00000558750,0.117,0.055,PredHel=0,0.819677,"nucl 13.5, cyto_nucl 11.5, cyto 6.5, extr 5, ",0.905,Q9BV29
ENSP00000456293,ENSG00000103599,ENST00000558759,0.108,0.121,PredHel=0,0.733438,"cyto 23, cyto_nucl 15.5, nucl 6",0.909,H3BRL4
ENSP00000452840,ENSG00000100938,ENST00000558760,0.196,0.143,PredHel=0,0.49116,"mito 16.5, mito_nucl 12.8333, mito_pero 9.666",0.959,H0YKK3
ENSP00000456458,ENSG00000140511,ENST00000558770,0.908,0.95,PredHel=0,0.531883,"extr 28, plas 1, mito 1, E.R. 1, lyso 1, E.R.",0.955,H3BRY4
ENSP00000453953,ENSG00000259471,ENST00000558797,0.127,0.412,PredHel=0,0.724229,"cyto_nucl 14.1667, cyto 13, nucl 11, cyto_per",0.954,NA
ENSP00000453723,ENSG00000229474,ENST00000558809,0.247,0.368,PredHel=0,0.926882,"extr 17, cyto_nucl 7.33333, cyto 6.5, nucl 6,",0.903,H0YMS5
ENSP00000453717,ENSG00000128951,ENST00000558813,0.118,0.047,PredHel=0,0.679065,"mito 20, cyto_nucl 5, nucl 4.5, cyto 4.5",0.902,A0A0C4DGL3
ENSP00000452767,ENSG00000166949,ENST00000558827,0.11,0.059,PredHel=0,0.402993,"extr 13, nucl 11, cyto_nucl 10, cyto 7",0.965,H0YKE2
ENSP00000452691,ENSG00000196547,ENST00000558853,0.202,0.928,PredHel=1,0.608386,extr 32,0.909,H0YK77
ENSP00000452657,ENSG00000128891,ENST00000558871,0.111,0.069,PredHel=0,0.89457,"extr 14, cyto 10.5, cyto_nucl 10, nucl 6.5",0.938,Q9BV29
ENSP00000458060,ENSG00000166949,ENST00000558894,0.1,0.074,PredHel=0,0.966734,"extr 14, cyto_nucl 10, nucl 8, cyto 8",0.93,H3BVD1
ENSP00000453035,ENSG00000100897,ENST00000558914,0.105,0.061,PredHel=0,0.384579,"nucl 18.5, cyto_nucl 13, extr 7, cyto 6.5",0.901,H0YL29
ENSP00000452694,ENSG00000137834,ENST00000558937,0.098,0.059,PredHel=0,0.475029,"nucl 15, cyto_nucl 12.5, extr 8, cyto 8",0.938,H0YK80
ENSP00000454033,ENSG00000259458,ENST00000558940,0.16,0.53,PredHel=0,0.986522,"cyto 18, plas 4, extr 4, extr_plas 4",0.953,NA
ENSP00000454211,ENSG00000104064,ENST00000558970,0.122,0.137,PredHel=0,0.95972,"cyto 15.5, cyto_nucl 15.5, nucl 10.5, extr 5",0.933,H0YNZ0
ENSP00000454134,ENSG00000125378,ENST00000558984,0.79,0.966,PredHel=0,0.0631239,"extr 19, E.R. 7, golg 4",0.947,P12644
ENSP00000453614,ENSG00000140254,ENST00000559013,0.246,0.974,PredHel=2,0.267042,"extr 15, plas 7, E.R. 7",0.916,H0YMH9
ENSP00000453675,ENSG00000092330,ENST00000559019,0.317,0.281,PredHel=0,0.96791,"extr 13, mito 10, cyto 6",0.92,H0YMN3
ENSP00000453570,ENSG00000104093,ENST00000559059,0.131,0.121,PredHel=0,0.915365,"extr 13, nucl 11, cyto_nucl 9.5, cyto 6",0.964,H0YME1
ENSP00000452769,ENSG00000140044,ENST00000559060,0.131,0.171,PredHel=0,0.887161,nucl 32,0.925,H0YKE4
ENSP00000453518,ENSG00000137872,ENST00000559064,0.139,0.075,PredHel=0,0.621418,"extr 26, cyto 4, cyto_nucl 3.5",0.935,H0YM97
ENSP00000453485,ENSG00000125378,ENST00000559087,0.79,0.966,PredHel=0,0.0631239,"extr 19, E.R. 7, golg 4",0.947,P12644
ENSP00000453788,ENSG00000166949,ENST00000559092,0.174,0.171,PredHel=0,0.769622,"nucl 13.5, cyto_nucl 11.6667, extr 10, cyto 6",0.915,H0YMY0
ENSP00000453895,ENSG00000100938,ENST00000559102,0.196,0.147,PredHel=0,0.561211,"mito 15.5, mito_nucl 10.6667, extr 7, cyto_nu",0.961,H0YN74
ENSP00000453899,ENSG00000128891,ENST00000559103,0.111,0.069,PredHel=0,0.865253,"cyto 15, cyto_nucl 12, extr 9, nucl 7",0.901,H0YN78
ENSP00000452897,ENSG00000196547,ENST00000559132,0.105,0.058,PredHel=0,0.963794,"cyto_nucl 16, nucl 14, cyto 14",0.941,H0YKQ2
ENSP00000453551,ENSG00000166173,ENST00000559140,0.107,0.063,PredHel=0,0.90341,"nucl 18.5, cyto_nucl 13, cyto 6.5, extr 6",0.958,H0YMC6
ENSP00000453228,ENSG00000140455,ENST00000559192,0.115,0.04,PredHel=0,0.70868,"extr 22, nucl 6, cyto 3, mito_nucl 3",0.953,H0YLJ0
ENSP00000453774,ENSG00000140297,ENST00000559200,0.266,0.969,PredHel=1,0.687459,"extr 20, mito 7, cyto_mito 7, cyto 3",0.914,H0YMW7
ENSP00000454196,ENSG00000137821,ENST00000559201,0.139,0.1,PredHel=0,0.976578,"extr 25, mito 4",0.929,H0YM43
ENSP00000453532,ENSG00000136381,ENST00000559215,0.095,0.081,PredHel=0,0.991997,"cyto 27, extr 4",0.942,H0YMA8
ENSP00000453188,ENSG00000185630,ENST00000559240,0.129,0.063,PredHel=0,0.878205,"nucl 21, cyto_nucl 15.5, cyto 8",0.946,H0YLF5
ENSP00000452914,ENSG00000185215,ENST00000559255,0.149,0.079,PredHel=0,0.925615,"mito 17.5, cyto_mito 12.5, nucl 7, cyto 6.5",0.906,H0YKR7
ENSP00000453831,ENSG00000182346,ENST00000559369,0.151,0.058,PredHel=0,0.811935,"extr 18, mito 8, cyto_nucl 2.33333, cyto 2, g",0.923,P59103
ENSP00000453566,ENSG00000182718,ENST00000559370,0.126,0.105,PredHel=0,0.142342,"cyto 11.5, cyto_nucl 9.5, cysk 8, extr 7, nuc",0.944,H0YMD9
ENSP00000453587,ENSG00000100897,ENST00000559382,0.105,0.061,PredHel=0,0.755799,"nucl 16.5, cyto_nucl 12.5, extr 8, cyto 7.5",0.903,H0YMF7
ENSP00000452852,ENSG00000028528,ENST00000559389,0.105,0.071,PredHel=0,0.750355,"cyto 14, cyto_nucl 13, nucl 10, extr 6",0.945,H0YKL5
ENSP00000452685,ENSG00000104047,ENST00000559405,0.096,0.07,PredHel=0,0.958305,"extr 19, nucl 5, mito 4, cyto 2, lyso 2, E.R.",0.908,H0YK73
ENSP00000452993,ENSG00000140548,ENST00000559419,0.271,0.875,PredHel=0,0.909363,"extr 23, lyso 4, mito 3",0.95,H0YKZ0
ENSP00000453000,ENSG00000182718,ENST00000559467,0.127,0.126,PredHel=0,0.969597,"cyto 17.5, cyto_nucl 15, nucl 7.5, extr 5",0.919,H0YKZ7
ENSP00000452638,ENSG00000140153,ENST00000559478,0.126,0.13,PredHel=0,0.932368,"cyto 12.5, cyto_nucl 12, mito 7, nucl 6.5, ex",0.922,H0YK31
ENSP00000453528,ENSG00000100889,ENST00000559503,0.132,0.055,PredHel=0,0.981127,"cyto_nucl 12.3333, cyto 12, mito 9, cyto_pero",0.921,H0YMA5
ENSP00000452854,ENSG00000105419,ENST00000559524,0.109,0.142,PredHel=0,0.963927,"cyto_nucl 11.8333, extr 10, cyto 9.5, nucl 8,",0.932,Q99687
ENSP00000454048,ENSG00000092098,ENST00000559533,0.115,0.099,PredHel=0,0.901747,"extr 14, cyto_nucl 11.5, nucl 10.5, cyto 7.5",0.927,H0YNK5
ENSP00000452641,ENSG00000169684,ENST00000559576,0.246,0.139,PredHel=0,0.985778,"extr 20, mito 9",0.921,H0YK34
ENSP00000453642,ENSG00000140471,ENST00000559577,0.13,0.262,PredHel=0,0.907333,"cyto_nucl 14, nucl 11, cyto 11, extr 8",0.913,H0YMK4
ENSP00000453467,ENSG00000125378,ENST00000559642,0.79,0.968,PredHel=0,0.661509,extr 29,0.946,H0YM53
ENSP00000453731,ENSG00000137821,ENST00000559670,0.136,0.108,PredHel=0,0.921344,"mito 23, extr 4, cyto_nucl 3.5, nucl 3",0.934,H0YMT2
ENSP00000457112,ENSG00000185551,ENST00000559679,0.114,0.153,PredHel=0,0.964808,"extr 18, cyto_nucl 10, nucl 6.5, cyto 6.5",0.937,H3BTC2
ENSP00000453351,ENSG00000185787,ENST00000559690,0.102,0.05,PredHel=0,0.768816,"nucl 25, extr 5",0.911,H0YLV1
ENSP00000453210,ENSG00000166797,ENST00000559705,0.671,0.712,PredHel=0,0.935111,"mito 19, extr 10, mito_pero 10",0.942,H0YLH6
ENSP00000452654,ENSG00000103657,ENST00000559715,0.108,0.093,PredHel=0,0.677791,"nucl 20, cyto 7, golg 4",0.929,H0YK45
ENSP00000452907,ENSG00000073417,ENST00000559742,0.11,0.112,PredHel=0,0.861618,"cyto 12, mito 12, cyto_mito 12",0.917,H0YKR1
ENSP00000452919,ENSG00000157450,ENST00000559757,0.101,0.064,PredHel=0,0.816116,"nucl 21, cyto_nucl 16, cyto 9",0.931,H0YKS2
ENSP00000453770,ENSG00000182718,ENST00000559780,0.106,0.058,PredHel=0,0.961447,"cyto 18, cyto_nucl 13, mito 5, extr 4, nucl 4",0.932,H0YMW4
ENSP00000452695,ENSG00000259518,ENST00000559788,0.552,0.936,PredHel=0,0.765343,"extr 27, E.R. 2, lyso 2",0.911,NA
ENSP00000453117,ENSG00000198901,ENST00000559811,0.109,0.104,PredHel=0,0.833778,"cyto 18, cyto_nucl 11.8333, cyto_plas 9.83333",0.914,H0YLA0
ENSP00000452744,ENSG00000104133,ENST00000559822,0.176,0.137,PredHel=0,0.87115,nucl 32,0.956,H0YKC1
ENSP00000453666,ENSG00000172183,ENST00000559876,0.11,0.068,PredHel=0,0.69751,"extr 11, cyto_nucl 10.5, nucl 10, cyto 7",0.906,H0YMM4
ENSP00000453193,ENSG00000156958,ENST00000559883,0.102,0.075,PredHel=0,0.995072,"nucl 15, cyto_nucl 13, cyto 9, extr 8",0.902,H0YLF9
ENSP00000475927,ENSG00000106852,ENST00000559895,0.108,0.031,PredHel=0,0.746852,nucl 32,0.951,Q9UPM6
ENSP00000453544,ENSG00000128891,ENST00000559911,0.111,0.069,PredHel=0,0.697328,"cyto_nucl 13.5, nucl 12.5, cyto 9.5, extr 9",0.927,H0YMC0
ENSP00000453446,ENSG00000137834,ENST00000559931,0.104,0.056,PredHel=0,0.427386,"nucl 16, cyto_nucl 14, extr 8, cyto 8",0.911,H0YM33
ENSP00000452766,ENSG00000100938,ENST00000559943,0.116,0.1,PredHel=0,0.768851,"extr 22, cyto 7",0.945,H0YKE1
ENSP00000453694,ENSG00000182718,ENST00000559956,0.127,0.126,PredHel=0,0.969597,"cyto 17.5, cyto_nucl 15, nucl 7.5, extr 5",0.919,H0YKZ7
ENSP00000452747,ENSG00000251039,ENST00000560045,0.103,0.145,PredHel=0,0.568432,"cyto 13, extr 9, nucl 7, cyto_mito 7, cyto_go",0.909,A0A087X0Q4
ENSP00000453948,ENSG00000092098,ENST00000560071,0.114,0.076,PredHel=0,0.995326,"extr 23, cyto_nucl 6.5, nucl 6",0.909,H0YNC1
ENSP00000453041,ENSG00000128915,ENST00000560072,0.1,0.022,PredHel=0,0.831589,"cyto_nucl 14.5, cyto 14, nucl 11, extr 5",0.918,H0YL35
ENSP00000453153,ENSG00000259571,ENST00000560104,0.126,0.276,PredHel=0,0.987577,"cyto 15, extr 7, nucl 4, cysk 3",0.943,Q8IZY5
ENSP00000453898,ENSG00000229474,ENST00000560110,0.443,0.913,PredHel=0,0.999863,"extr 19, nucl 11.5, cyto_nucl 6.5",0.925,H0YN77
ENSP00000453744,ENSG00000022976,ENST00000560112,0.101,0.067,PredHel=0,0.763389,"cyto_nucl 13.5, nucl 12.5, cyto 11.5, mito 4",0.938,H0YMU1
ENSP00000453176,ENSG00000069966,ENST00000560116,0.099,0.052,PredHel=0,0.910114,"extr 15, cyto 9.5, cyto_nucl 9.5, nucl 6.5",0.932,Q96F32
ENSP00000453605,ENSG00000103740,ENST00000560124,0.103,0.035,PredHel=0,0.65905,"extr 19, cyto_nucl 7.5, cyto 7, nucl 6",0.907,H0YMH2
ENSP00000452994,ENSG00000151651,ENST00000560135,0.513,0.624,PredHel=0,0.680533,"extr 17, mito 6, cyto_nucl 4.5, cyto 4, nucl ",0.927,H0YKZ1
ENSP00000453368,ENSG00000172345,ENST00000560156,0.105,0.299,PredHel=0,0.935966,"cyto 25.5, cyto_nucl 15, nucl 3.5",0.906,H0YLW4
ENSP00000452998,ENSG00000188095,ENST00000560219,0.181,0.065,PredHel=0,0.938946,"extr 18, cyto 7, cyto_nucl 5.33333, cyto_pero",0.904,H0YKZ5
ENSP00000453757,ENSG00000105419,ENST00000560245,0.132,0.149,PredHel=0,0.46622,"cyto_nucl 16, nucl 15, cyto 13",0.946,H0YMV2
ENSP00000453288,ENSG00000157823,ENST00000560251,0.106,0.038,PredHel=0,0.989001,"mito 17, cyto 8, nucl 3, plas 1, extr 1, pero",0.902,P59780
ENSP00000453154,ENSG00000259642,ENST00000560255,0.147,0.037,PredHel=0,0.990226,"mito 22, cyto 7, cyto_nucl 5",0.936,NA
ENSP00000452684,ENSG00000140612,ENST00000560266,0.137,0.325,PredHel=1,0.966492,"cyto 14, mito 12, extr 4",0.961,P67812
ENSP00000453495,ENSG00000140471,ENST00000560272,0.13,0.262,PredHel=0,0.549152,"cyto 13.5, cyto_nucl 13.5, nucl 8.5, extr 5, ",0.948,H0YM78
ENSP00000453067,ENSG00000137818,ENST00000560274,0.154,0.577,PredHel=0,0.33895,"cyto 17, nucl 6, extr 4, mito 3",0.961,H0YL57
ENSP00000453429,ENSG00000128891,ENST00000560305,0.111,0.069,PredHel=0,0.746558,"extr 15, cyto 9.5, cyto_nucl 9.5, nucl 6.5",0.919,H0YM19
ENSP00000454181,ENSG00000134152,ENST00000560310,0.099,0.069,PredHel=0,0.996474,"cyto_nucl 13.5, nucl 11, extr 10, cyto 10",0.954,H0YNW3
ENSP00000453647,ENSG00000174306,ENST00000560364,0.196,0.231,PredHel=0,0.964808,"mito 14, extr 13, cyto_nucl 3, nucl 2.5, cyto",0.906,H0YNY7
ENSP00000452962,ENSG00000157470,ENST00000560394,0.13,0.066,PredHel=0,0.890718,"mito 25, nucl 3.5, cyto_nucl 3.5",0.903,H0YKW2
ENSP00000453997,ENSG00000140612,ENST00000560409,0.137,0.325,PredHel=1,0.991764,"cyto 13.5, mito 13, cyto_nucl 8, extr 3",0.958,H0YNG3
ENSP00000452858,ENSG00000182718,ENST00000560468,0.127,0.136,PredHel=0,0.974266,"cyto 15.5, cyto_nucl 13, nucl 5.5, extr 5, cy",0.937,H0YKL9
ENSP00000452853,ENSG00000157470,ENST00000560474,0.107,0.02,PredHel=0,0.776608,"mito 19, nucl 6.5, cyto_nucl 6.5, cyto 5.5",0.914,H0YKL6
ENSP00000453622,ENSG00000169918,ENST00000560536,0.15,0.345,PredHel=0,0.873642,"nucl 15, cyto_nucl 12, extr 10, cyto 7",0.906,H0YMI7
ENSP00000453481,ENSG00000134138,ENST00000560570,0.098,0.059,PredHel=0,0.996004,"cyto_nucl 13, cyto 11, nucl 9, extr 8",0.946,H0YM65
ENSP00000453883,ENSG00000169918,ENST00000560598,0.149,0.369,PredHel=0,0.883858,"extr 14, cyto 8.5, cyto_nucl 8.5, nucl 7.5",0.946,H0YN66
ENSP00000453920,ENSG00000129028,ENST00000560604,0.099,0.092,PredHel=0,0.414688,"nucl 13.5, cyto_nucl 13, cyto 11.5, extr 5",0.93,H0YN95
ENSP00000453923,ENSG00000136379,ENST00000560609,0.108,0.073,PredHel=0,0.971531,"cyto_nucl 21, cyto 19.5, nucl 9.5",0.934,H0YN98
ENSP00000452851,ENSG00000104147,ENST00000560640,0.113,0.104,PredHel=0,0.96958,"cyto_nucl 17, nucl 13, cyto 11, extr 7",0.91,H0YKL4
ENSP00000452716,ENSG00000104129,ENST00000560645,0.176,0.207,PredHel=0,0.915837,"cyto 15.5, cyto_nucl 13, nucl 9.5, extr 4",0.91,H0YK99
ENSP00000453968,ENSG00000128829,ENST00000560648,0.106,0.051,PredHel=0,0.495757,"extr 13, cyto_nucl 10, nucl 9.5, cyto 7.5",0.906,H0YND8
ENSP00000452610,ENSG00000064835,ENST00000560656,0.144,0.199,PredHel=0,0.946801,"cyto_nucl 17, cyto 16, nucl 12",0.958,H0YK06
ENSP00000453756,ENSG00000074603,ENST00000560665,0.106,0.144,PredHel=0,0.177076,"cyto 25.5, cyto_nucl 14.5, extr 4",0.934,H0YMV1
ENSP00000453303,ENSG00000128915,ENST00000560668,0.099,0.076,PredHel=0,0.990091,"cyto_nucl 13, nucl 10.5, cyto 10.5, extr 5, m",0.9,Q659A1
ENSP00000473889,ENSG00000259303,ENST00000560724,0.145,0.225,PredHel=0,0.486854,"extr 22, nucl 6, mito 2",0.927,A0A0A0MS10
ENSP00000453638,ENSG00000172183,ENST00000560741,0.11,0.072,PredHel=0,0.704242,"nucl 11.5, cyto_nucl 11, cyto 7.5, extr 7, mi",0.907,Q96AZ6
ENSP00000453501,ENSG00000092098,ENST00000560754,0.121,0.09,PredHel=0,0.581707,extr 31,0.951,H0YM83
ENSP00000452649,ENSG00000103855,ENST00000560786,0.704,0.901,PredHel=0,0.850805,"extr 27, cyto 3",0.933,H0YK40
ENSP00000453212,ENSG00000140564,ENST00000560824,0.726,0.948,PredHel=0,0.317472,"extr 20, mito 6, E.R. 3, lyso 3, cyto_mito 3,",0.954,H0YLH7
ENSP00000453105,ENSG00000129009,ENST00000560862,0.939,0.97,PredHel=0,0.998672,"extr 19, cyto 6, cyto_nucl 5.83333, nucl 4.5,",0.913,H0YL90
ENSP00000453276,ENSG00000103671,ENST00000560920,0.126,0.149,PredHel=0,0.74352,"cyto 19, cyto_nucl 12.5, extr 11",0.934,H0YLN7
ENSP00000453692,ENSG00000140471,ENST00000560934,0.13,0.262,PredHel=0,0.257547,"cyto_nucl 14.5, cyto 14, nucl 9, extr 7",0.93,H0YMQ0
ENSP00000453392,ENSG00000187446,ENST00000560965,0.108,0.05,PredHel=0,0.962911,"cyto 20, cyto_nucl 14.1667, cyto_plas 11.6667",0.925,H0YLY7
ENSP00000453965,ENSG00000135100,ENST00000560968,0.254,0.162,PredHel=0,0.309851,"nucl 13.5, cyto_nucl 10.5, mito 10, cyto 6.5",0.942,H0YND5
ENSP00000453336,ENSG00000103855,ENST00000560995,0.704,0.901,PredHel=0,0.875258,"extr 27, mito 3",0.923,H0YLT8
ENSP00000454049,ENSG00000128891,ENST00000561011,0.111,0.069,PredHel=0,0.89457,"extr 14, cyto 10.5, cyto_nucl 10, nucl 6.5",0.938,Q9BV29
ENSP00000453988,ENSG00000139946,ENST00000561019,0.106,0.104,PredHel=0,0.69932,"extr 12, nucl 7.5, cyto_nucl 7.5, cyto 6.5, c",0.908,H0YNF4
ENSP00000453241,ENSG00000156958,ENST00000561074,0.179,0.365,PredHel=0,0.979141,"extr 14, cyto_nucl 7.5, cyto 6.5, nucl 5.5, m",0.935,H0YLK3
ENSP00000454206,ENSG00000259517,ENST00000561084,0.153,0.214,PredHel=0,0.0874018,"extr 14, cyto_nucl 11, nucl 10.5, cyto 6.5",0.937,NA
ENSP00000453893,ENSG00000129467,ENST00000561138,0.139,0.582,PredHel=3,0.0267983,"plas 28, extr_plas 15.5",0.917,H0YN72
ENSP00000454072,ENSG00000064835,ENST00000561167,0.144,0.19,PredHel=0,0.881916,nucl 32,0.961,H0YNM5
ENSP00000452788,ENSG00000128944,ENST00000561169,0.135,0.062,PredHel=0,0.437272,"cyto 16.5, mito 13, cyto_nucl 9.5",0.913,H0YKF8
ENSP00000453046,ENSG00000068793,ENST00000561185,0.109,0.126,PredHel=0,0.61108,"extr 24, nucl 3, cysk 3",0.947,NA
ENSP00000453562,ENSG00000137875,ENST00000561198,0.128,0.111,PredHel=0,0.980538,"nucl 23.5, cyto_nucl 16.5, cyto 6.5",0.928,H0YMD5
ENSP00000453746,ENSG00000150051,ENST00000561227,0.17,0.195,PredHel=0,0.690476,"extr 12, cyto_nucl 10, cyto 9, nucl 5, mito 4",0.939,H0YMU2
ENSP00000452669,ENSG00000103855,ENST00000561260,0.704,0.901,PredHel=0,0.760388,"extr 27, cyto 3",0.943,H0YK59
ENSP00000453072,ENSG00000134152,ENST00000561270,0.104,0.039,PredHel=0,0.976151,nucl 30,0.905,H0YL62
ENSP00000453233,ENSG00000068793,ENST00000561274,0.109,0.126,PredHel=0,0.215539,"extr 25, nucl 3, cysk 2",0.951,NA
ENSP00000453307,ENSG00000105419,ENST00000561293,0.109,0.142,PredHel=0,0.963927,"cyto_nucl 11.8333, extr 10, cyto 9.5, nucl 8,",0.932,Q99687
ENSP00000453957,ENSG00000169758,ENST00000561302,0.099,0.116,PredHel=0,0.537275,"cyto_nucl 13, extr 12, cyto 12, nucl 8",0.954,H0YNC9
ENSP00000454185,ENSG00000069966,ENST00000561313,0.099,0.066,PredHel=0,0.247534,"cyto 15.5, cyto_nucl 14, nucl 9.5, extr 7",0.921,H0YNW7
ENSP00000452893,ENSG00000075413,ENST00000561314,0.1,0.064,PredHel=0,0.989093,"nucl 18.5, cyto_nucl 12.6667, mito_nucl 12.33",0.905,H0YKP9
ENSP00000453680,ENSG00000166068,ENST00000561317,0.175,0.156,PredHel=0,0.406788,"extr 11, cyto 10, cyto_nucl 9, nucl 6, mito 5",0.935,H0YMN8
ENSP00000453460,ENSG00000138592,ENST00000561330,0.099,0.06,PredHel=0,0.701315,"cyto 13, cyto_nucl 13, nucl 11, extr 4",0.92,H0YM47
ENSP00000454387,ENSG00000103599,ENST00000561339,0.095,0.058,PredHel=0,0.966381,"cyto 19, cyto_nucl 15, nucl 9",0.905,H3BMH8
ENSP00000453795,ENSG00000166411,ENST00000561366,0.11,0.093,PredHel=0,0.989277,"extr 21, nucl 6.5, cyto_nucl 5.5, cyto 3.5",0.951,H0YMY5
ENSP00000453127,ENSG00000186628,ENST00000561368,0.102,0.055,PredHel=0,0.332475,"extr 20, cyto_nucl 7, nucl 6, cyto 6",0.957,H0YLA8
ENSP00000453383,ENSG00000134152,ENST00000561371,0.148,0.245,PredHel=0,0.844139,"cyto 28, mito 2",0.93,H0YLX9
ENSP00000453524,ENSG00000128872,ENST00000561407,0.133,0.197,PredHel=0,0.426122,"cyto 17, nucl 8, mito 7",0.918,H0YMA2
ENSP00000452905,ENSG00000103855,ENST00000561416,0.66,0.877,PredHel=0,0.931823,"extr 26, mito 3",0.915,H0YKQ9
ENSP00000453688,ENSG00000140455,ENST00000561442,0.111,0.112,PredHel=0,0.297495,"extr 17, nucl 9.5, cyto_nucl 7, cyto 3.5",0.943,H0YMP6
ENSP00000457402,ENSG00000047346,ENST00000561490,0.109,0.195,PredHel=0,0.626099,"extr 23, nucl 3, cyto 3, cyto_nucl 3",0.937,H3BU00
ENSP00000457937,ENSG00000137767,ENST00000561493,0.242,0.119,PredHel=0,0.07869,"mito 15, cyto 7.5, E.R._mito 7.5, cyto_nucl 6",0.961,H3BV36
ENSP00000456771,ENSG00000058600,ENST00000561494,0.103,0.064,PredHel=0,0.990684,"cyto 22.5, cyto_nucl 12.5, extr 8",0.922,H3BSM3
ENSP00000455132,ENSG00000205457,ENST00000561509,0.141,0.028,PredHel=0,0.771441,"extr 15, cyto_nucl 9.16667, cyto 8, nucl 6, c",0.913,Q9ULZ0
ENSP00000454459,ENSG00000206053,ENST00000561516,0.106,0.042,PredHel=0,0.927221,"cyto_nucl 14, nucl 11.5, cyto 11.5, extr 8",0.92,H3BMM8
ENSP00000457250,ENSG00000174197,ENST00000561532,0.107,0.054,PredHel=0,0.935195,"cyto 15, nucl 9, extr 8",0.95,H3BTN2
ENSP00000457047,ENSG00000260362,ENST00000561538,0.12,0.076,PredHel=0,0.973828,"extr 14, cyto 11, cyto_nucl 9, nucl 5",0.927,NA
ENSP00000457120,ENSG00000047346,ENST00000561543,0.109,0.221,PredHel=0,0.957449,"extr 24, nucl 3, cyto 2, mito 2, cyto_mito 2",0.928,H3BTD0
ENSP00000456965,ENSG00000140961,ENST00000561552,0.232,0.342,PredHel=0,0.832181,"extr 26, nucl 2.5, cyto_nucl 2.5, cyto 1.5",0.9,H3BT09
ENSP00000457486,ENSG00000103253,ENST00000561561,0.107,0.11,PredHel=0,0.609215,"extr 14, nucl 13, cyto_nucl 11, cyto 5",0.909,H3BU61
ENSP00000455880,ENSG00000103121,ENST00000561614,0.097,0.058,PredHel=0,0.787111,"extr 23, cyto 7",0.91,H3BQQ1
ENSP00000457833,ENSG00000140400,ENST00000561615,0.129,0.061,PredHel=0,0.977731,"nucl 12.5, extr 11, cyto_nucl 10, cyto 6.5",0.93,H3BUW3
ENSP00000455367,ENSG00000159579,ENST00000561641,0.675,0.669,PredHel=0,0.659438,"extr 21, cyto_nucl 3.5, mito 3, nucl 2.5, lys",0.921,H3BPL2
ENSP00000461391,ENSG00000008710,ENST00000561668,0.107,0.052,PredHel=0,0.852329,"nucl 15, extr 13, cyto_nucl 10.5",0.924,I3L4N0
ENSP00000462916,ENSG00000261701,ENST00000561690,0.63,0.857,PredHel=0,0.576432,"extr 14, cyto 9.5, mito 8, cyto_nucl 5.5",0.906,J3KTC3
ENSP00000455600,ENSG00000205336,ENST00000561696,0.887,0.797,PredHel=0,0.943517,extr 31,0.906,H3BQ46
ENSP00000463641,ENSG00000172831,ENST00000561697,0.112,0.36,PredHel=0,0.926548,"plas 16.5, extr_plas 10, mito 6, cyto 3, mito",0.964,J3QLP1
ENSP00000461423,ENSG00000069329,ENST00000561713,0.1,0.138,PredHel=0,0.990914,"extr 19, cyto 10",0.923,I3L4P4
ENSP00000457300,ENSG00000260080,ENST00000561716,0.816,0.927,PredHel=0,0.552082,extr 31,0.901,NA
ENSP00000456608,ENSG00000187741,ENST00000561722,0.141,0.073,PredHel=0,0.99636,"cyto 10, extr 9, mito 9, nucl 4",0.918,H3BSA3
ENSP00000456075,ENSG00000137767,ENST00000561735,0.242,0.119,PredHel=0,0.0655353,"mito 16, cyto 7.5, cyto_nucl 6, pero 4",0.962,A0A0K0K1E6
ENSP00000456821,ENSG00000172236,ENST00000561736,0.493,0.68,PredHel=0,0.398771,"extr 19, nucl 6, cyto_nucl 5.5, cyto 3, mito ",0.913,A0A0C4DGM1
